"size","n","rho","elpd","data"
21,500,0.5,-692.715959892858,"train"
21,500,0.5,-722.577526607828,"test"
22,500,0.5,-691.958533936514,"train"
22,500,0.5,-724.63145596141,"test"
23,500,0.5,-691.059961829237,"train"
23,500,0.5,-726.17450679747,"test"
24,500,0.5,-690.447088102414,"train"
24,500,0.5,-726.830991731274,"test"
25,500,0.5,-690.309580840912,"train"
25,500,0.5,-725.101491913272,"test"
26,500,0.5,-689.573573148239,"train"
26,500,0.5,-726.194196056253,"test"
27,500,0.5,-688.848002694275,"train"
27,500,0.5,-726.757519732789,"test"
28,500,0.5,-688.511831773222,"train"
28,500,0.5,-726.398387324344,"test"
29,500,0.5,-687.690514449893,"train"
29,500,0.5,-727.408032760487,"test"
30,500,0.5,-687.030852684368,"train"
30,500,0.5,-726.334724542787,"test"
31,500,0.5,-686.129881411858,"train"
31,500,0.5,-727.081558806814,"test"
32,500,0.5,-684.129653108352,"train"
32,500,0.5,-729.216226692062,"test"
33,500,0.5,-683.970587879855,"train"
33,500,0.5,-728.774410331147,"test"
34,500,0.5,-683.729742799559,"train"
34,500,0.5,-729.681940836827,"test"
35,500,0.5,-683.478600563111,"train"
35,500,0.5,-729.966162445517,"test"
36,500,0.5,-683.359146559802,"train"
36,500,0.5,-730.546299498335,"test"
37,500,0.5,-683.011379846877,"train"
37,500,0.5,-729.161241802823,"test"
38,500,0.5,-682.994743065128,"train"
38,500,0.5,-728.684186811595,"test"
39,500,0.5,-682.611333798413,"train"
39,500,0.5,-729.881704186045,"test"
40,500,0.5,-681.75111536743,"train"
40,500,0.5,-729.56257632034,"test"
41,500,0.5,-681.128328628931,"train"
41,500,0.5,-730.162132395796,"test"
42,500,0.5,-680.862540774169,"train"
42,500,0.5,-729.571908031401,"test"
43,500,0.5,-680.166711496498,"train"
43,500,0.5,-728.087470432088,"test"
44,500,0.5,-679.917811310036,"train"
44,500,0.5,-727.42469652991,"test"
45,500,0.5,-679.893639741234,"train"
45,500,0.5,-727.880479049432,"test"
46,500,0.5,-679.486516548513,"train"
46,500,0.5,-726.96326325329,"test"
47,500,0.5,-679.375237636942,"train"
47,500,0.5,-726.298227683132,"test"
48,500,0.5,-679.270982467324,"train"
48,500,0.5,-726.061934885858,"test"
49,500,0.5,-679.001092555778,"train"
49,500,0.5,-726.825461333757,"test"
50,500,0.5,-678.64239773027,"train"
50,500,0.5,-725.558114618747,"test"
51,500,0.5,-678.527946971163,"train"
51,500,0.5,-725.27021883801,"test"
52,500,0.5,-677.834151625628,"train"
52,500,0.5,-725.603293907859,"test"
53,500,0.5,-677.892937056639,"train"
53,500,0.5,-726.238436599062,"test"
54,500,0.5,-677.385148644551,"train"
54,500,0.5,-725.628374597803,"test"
55,500,0.5,-677.44519384048,"train"
55,500,0.5,-724.152121764321,"test"
56,500,0.5,-677.326196905709,"train"
56,500,0.5,-724.997435066463,"test"
57,500,0.5,-677.282213832816,"train"
57,500,0.5,-724.815383951988,"test"
58,500,0.5,-677.191547030604,"train"
58,500,0.5,-724.12655028326,"test"
59,500,0.5,-677.300413865004,"train"
59,500,0.5,-723.870101742491,"test"
60,500,0.5,-677.278495636832,"train"
60,500,0.5,-724.389644041574,"test"
61,500,0.5,-677.438065384334,"train"
61,500,0.5,-724.532984527789,"test"
62,500,0.5,-676.957758188671,"train"
62,500,0.5,-724.657652108411,"test"
63,500,0.5,-676.874733305289,"train"
63,500,0.5,-725.143495379087,"test"
64,500,0.5,-677.012578470776,"train"
64,500,0.5,-724.835918769271,"test"
65,500,0.5,-676.800662167514,"train"
65,500,0.5,-725.789165537909,"test"
66,500,0.5,-676.983374129112,"train"
66,500,0.5,-725.815813472555,"test"
67,500,0.5,-677.070347847892,"train"
67,500,0.5,-725.939302705854,"test"
68,500,0.5,-676.921791317893,"train"
68,500,0.5,-726.376951313627,"test"
69,500,0.5,-677.109741059372,"train"
69,500,0.5,-725.988705728182,"test"
70,500,0.5,-677.006230799885,"train"
70,500,0.5,-725.822513782212,"test"
71,500,0.5,-676.727312132167,"train"
71,500,0.5,-725.828567321506,"test"
72,500,0.5,-676.870608042964,"train"
72,500,0.5,-725.531051451091,"test"
73,500,0.5,-676.935305058704,"train"
73,500,0.5,-725.232234006659,"test"
74,500,0.5,-676.924001402344,"train"
74,500,0.5,-725.463330550924,"test"
75,500,0.5,-677.083991752052,"train"
75,500,0.5,-725.655120022718,"test"
76,500,0.5,-677.123063793831,"train"
76,500,0.5,-726.026138854215,"test"
77,500,0.5,-677.152255472573,"train"
77,500,0.5,-726.034721079674,"test"
78,500,0.5,-677.316761952192,"train"
78,500,0.5,-725.990580990517,"test"
79,500,0.5,-677.32950412222,"train"
79,500,0.5,-726.585993705738,"test"
80,500,0.5,-677.449317606962,"train"
80,500,0.5,-726.140571988411,"test"
81,500,0.5,-677.542118174702,"train"
81,500,0.5,-725.894026926222,"test"
82,500,0.5,-677.578498300979,"train"
82,500,0.5,-726.010991374666,"test"
83,500,0.5,-677.861595106248,"train"
83,500,0.5,-726.013000816536,"test"
84,500,0.5,-678.135696686598,"train"
84,500,0.5,-725.712087244118,"test"
85,500,0.5,-678.266233428137,"train"
85,500,0.5,-725.677143110719,"test"
86,500,0.5,-678.188389148755,"train"
86,500,0.5,-725.466253204873,"test"
87,500,0.5,-678.366747098059,"train"
87,500,0.5,-725.544979620997,"test"
88,500,0.5,-678.457473670845,"train"
88,500,0.5,-725.233347424296,"test"
89,500,0.5,-678.711996791107,"train"
89,500,0.5,-725.280511553045,"test"
90,500,0.5,-678.940555388241,"train"
90,500,0.5,-725.550506582944,"test"
91,500,0.5,-678.987473437446,"train"
91,500,0.5,-725.63639194052,"test"
92,500,0.5,-679.051580290628,"train"
92,500,0.5,-725.532944760241,"test"
93,500,0.5,-679.389800947489,"train"
93,500,0.5,-725.305316342211,"test"
94,500,0.5,-679.377601017832,"train"
94,500,0.5,-725.199895263958,"test"
95,500,0.5,-679.69120686291,"train"
95,500,0.5,-725.075376573795,"test"
96,500,0.5,-679.752676456285,"train"
96,500,0.5,-724.604305764508,"test"
97,500,0.5,-679.941055759984,"train"
97,500,0.5,-725.00525325165,"test"
98,500,0.5,-679.953115938164,"train"
98,500,0.5,-724.849591172495,"test"
99,500,0.5,-680.133766434785,"train"
99,500,0.5,-724.919387203469,"test"
100,500,0.5,-680.223522183432,"train"
100,500,0.5,-724.834074275366,"test"
0,500,0.9,-1011.82322151781,"train"
0,500,0.9,-989.689490826919,"test"
1,500,0.9,-830.84912756648,"train"
1,500,0.9,-837.69278819492,"test"
2,500,0.9,-768.426024158081,"train"
2,500,0.9,-760.55933196147,"test"
3,500,0.9,-738.622830220687,"train"
3,500,0.9,-741.266407798315,"test"
4,500,0.9,-715.43760158135,"train"
4,500,0.9,-722.405854489324,"test"
5,500,0.9,-709.617276199297,"train"
5,500,0.9,-715.213912304225,"test"
6,500,0.9,-704.835023398868,"train"
6,500,0.9,-710.769260013075,"test"
7,500,0.9,-702.24610124272,"train"
7,500,0.9,-706.505215695213,"test"
8,500,0.9,-696.44362179059,"train"
8,500,0.9,-705.718713727358,"test"
9,500,0.9,-694.598566002232,"train"
9,500,0.9,-705.417883187928,"test"
10,500,0.9,-692.349168797855,"train"
10,500,0.9,-703.867120857715,"test"
11,500,0.9,-691.528039361427,"train"
11,500,0.9,-704.486546273948,"test"
12,500,0.9,-691.312977398001,"train"
12,500,0.9,-703.47259786117,"test"
13,500,0.9,-690.618559175883,"train"
13,500,0.9,-703.640665470457,"test"
14,500,0.9,-690.415488394058,"train"
14,500,0.9,-700.983186411818,"test"
15,500,0.9,-689.653941558004,"train"
15,500,0.9,-701.135356723925,"test"
16,500,0.9,-689.169159249304,"train"
16,500,0.9,-701.89862032439,"test"
17,500,0.9,-688.931998477156,"train"
17,500,0.9,-701.64215566318,"test"
18,500,0.9,-688.939856703067,"train"
18,500,0.9,-702.145742357666,"test"
19,500,0.9,-688.546170970748,"train"
19,500,0.9,-701.489948701213,"test"
20,500,0.9,-688.45224797552,"train"
20,500,0.9,-701.700988779734,"test"
21,500,0.9,-688.108248093967,"train"
21,500,0.9,-701.821322870211,"test"
22,500,0.9,-687.968096668616,"train"
22,500,0.9,-701.942837152242,"test"
23,500,0.9,-687.711172159022,"train"
23,500,0.9,-701.170359177834,"test"
24,500,0.9,-687.75798557693,"train"
24,500,0.9,-701.399131093462,"test"
25,500,0.9,-687.566132582382,"train"
25,500,0.9,-701.725041518885,"test"
26,500,0.9,-687.311111558478,"train"
26,500,0.9,-701.17576036829,"test"
27,500,0.9,-687.208696971619,"train"
27,500,0.9,-701.340047124471,"test"
28,500,0.9,-687.245589765429,"train"
28,500,0.9,-700.711605149639,"test"
29,500,0.9,-686.227913958678,"train"
29,500,0.9,-700.91617770518,"test"
30,500,0.9,-685.190558565155,"train"
30,500,0.9,-701.375948344604,"test"
31,500,0.9,-684.539795250905,"train"
31,500,0.9,-702.375363538501,"test"
32,500,0.9,-684.62193037053,"train"
32,500,0.9,-701.957494381232,"test"
33,500,0.9,-684.623037879712,"train"
33,500,0.9,-702.243008371605,"test"
34,500,0.9,-684.820838987894,"train"
34,500,0.9,-701.713866401201,"test"
35,500,0.9,-683.766320862095,"train"
35,500,0.9,-701.615867764553,"test"
36,500,0.9,-683.011186912435,"train"
36,500,0.9,-700.89234475222,"test"
37,500,0.9,-682.626113575972,"train"
37,500,0.9,-700.916003101956,"test"
38,500,0.9,-682.59968013333,"train"
38,500,0.9,-700.357651355076,"test"
39,500,0.9,-682.757567660911,"train"
39,500,0.9,-700.698397544242,"test"
40,500,0.9,-681.958220264387,"train"
40,500,0.9,-700.171241889308,"test"
41,500,0.9,-681.293911723133,"train"
41,500,0.9,-699.932646728465,"test"
42,500,0.9,-680.84792891362,"train"
42,500,0.9,-700.54199093747,"test"
43,500,0.9,-680.592276775076,"train"
43,500,0.9,-699.853912937741,"test"
44,500,0.9,-679.905709933069,"train"
44,500,0.9,-700.428954991601,"test"
45,500,0.9,-679.638594600504,"train"
45,500,0.9,-700.025883373647,"test"
46,500,0.9,-679.110331054292,"train"
46,500,0.9,-700.002141300965,"test"
47,500,0.9,-679.010273363305,"train"
47,500,0.9,-700.252348068458,"test"
48,500,0.9,-678.990822008708,"train"
48,500,0.9,-700.491618746786,"test"
49,500,0.9,-678.968858235637,"train"
49,500,0.9,-700.201120535509,"test"
50,500,0.9,-679.001862489243,"train"
50,500,0.9,-699.922457877298,"test"
51,500,0.9,-679.315019572331,"train"
51,500,0.9,-700.704415666913,"test"
52,500,0.9,-679.196723283292,"train"
52,500,0.9,-700.762607951777,"test"
53,500,0.9,-678.835775448727,"train"
53,500,0.9,-700.810620018444,"test"
54,500,0.9,-678.605813410422,"train"
54,500,0.9,-701.301229850398,"test"
55,500,0.9,-678.724451539719,"train"
55,500,0.9,-701.370060903005,"test"
56,500,0.9,-678.751248773442,"train"
56,500,0.9,-701.622200822778,"test"
57,500,0.9,-678.957257962763,"train"
57,500,0.9,-701.51909695573,"test"
58,500,0.9,-678.85009382569,"train"
58,500,0.9,-701.759272745916,"test"
59,500,0.9,-678.600547435127,"train"
59,500,0.9,-701.681186720563,"test"
60,500,0.9,-678.729583866473,"train"
60,500,0.9,-701.502900064282,"test"
61,500,0.9,-678.878102987463,"train"
61,500,0.9,-701.500482633166,"test"
62,500,0.9,-678.987170629656,"train"
62,500,0.9,-701.395115286058,"test"
63,500,0.9,-678.877007838876,"train"
63,500,0.9,-701.858470617214,"test"
64,500,0.9,-678.861256057843,"train"
64,500,0.9,-702.056062882198,"test"
65,500,0.9,-679.002045743862,"train"
65,500,0.9,-702.042157514309,"test"
66,500,0.9,-678.874950759226,"train"
66,500,0.9,-702.456914470897,"test"
67,500,0.9,-678.870561694974,"train"
67,500,0.9,-702.316637976807,"test"
68,500,0.9,-678.888915493396,"train"
68,500,0.9,-702.441365157181,"test"
69,500,0.9,-678.876295824602,"train"
69,500,0.9,-702.553302282623,"test"
70,500,0.9,-679.131872510587,"train"
70,500,0.9,-702.761529873771,"test"
71,500,0.9,-679.137194943677,"train"
71,500,0.9,-702.837613263265,"test"
72,500,0.9,-679.05947214036,"train"
72,500,0.9,-703.02686579516,"test"
73,500,0.9,-679.14317267152,"train"
73,500,0.9,-702.914054996764,"test"
74,500,0.9,-679.057584359947,"train"
74,500,0.9,-702.940913568686,"test"
75,500,0.9,-679.358257330781,"train"
75,500,0.9,-702.859712384261,"test"
76,500,0.9,-679.374641206764,"train"
76,500,0.9,-702.867019925495,"test"
77,500,0.9,-679.409228223144,"train"
77,500,0.9,-702.982888101674,"test"
78,500,0.9,-679.563572242131,"train"
78,500,0.9,-702.836447343151,"test"
79,500,0.9,-679.726327486046,"train"
79,500,0.9,-702.891750769514,"test"
80,500,0.9,-679.787933967767,"train"
80,500,0.9,-702.962252372832,"test"
81,500,0.9,-679.864977562401,"train"
81,500,0.9,-703.058101665829,"test"
82,500,0.9,-680.016995761285,"train"
82,500,0.9,-703.035111591961,"test"
83,500,0.9,-680.134599948353,"train"
83,500,0.9,-703.194784147687,"test"
84,500,0.9,-680.124027017667,"train"
84,500,0.9,-703.194862203167,"test"
85,500,0.9,-680.185632398196,"train"
85,500,0.9,-703.488892288511,"test"
86,500,0.9,-680.238791010083,"train"
86,500,0.9,-703.295609409009,"test"
87,500,0.9,-680.364673704111,"train"
87,500,0.9,-703.401006639309,"test"
88,500,0.9,-680.415256159439,"train"
88,500,0.9,-703.139535127679,"test"
89,500,0.9,-680.384896140795,"train"
89,500,0.9,-703.187789217614,"test"
90,500,0.9,-680.714356157749,"train"
90,500,0.9,-703.184744909484,"test"
91,500,0.9,-680.626837298132,"train"
91,500,0.9,-703.359392793575,"test"
92,500,0.9,-680.728393587776,"train"
92,500,0.9,-703.193397226544,"test"
93,500,0.9,-680.847621047584,"train"
93,500,0.9,-703.103164897786,"test"
94,500,0.9,-680.80879519733,"train"
94,500,0.9,-703.141128554103,"test"
95,500,0.9,-681.004552626792,"train"
95,500,0.9,-703.056438298714,"test"
96,500,0.9,-681.149473846959,"train"
96,500,0.9,-702.987431059155,"test"
97,500,0.9,-681.261365701411,"train"
97,500,0.9,-703.080154154322,"test"
98,500,0.9,-681.258517276628,"train"
98,500,0.9,-702.917309696812,"test"
99,500,0.9,-681.345898226007,"train"
99,500,0.9,-702.946829496108,"test"
100,500,0.9,-681.300437721297,"train"
100,500,0.9,-702.752806901006,"test"
